,Hotel,Total Rooms,Date,Rooms Solds,Rooms Revenue,CompSet Total Rooms,CompSet Rooms Sold,CompSet Rooms Revenue
2691,Imaginary Hotel 3,156,2023-06-30,40,28069,978,267,83577
2692,Imaginary Hotel 3,156,2023-06-29,5,43944,978,907,169330
2693,Imaginary Hotel 3,156,2023-06-28,77,98687,978,128,106837
2694,Imaginary Hotel 3,156,2023-06-27,59,32325,978,99,52566
2695,Imaginary Hotel 3,156,2023-06-26,20,92635,978,676,143033
2696,Imaginary Hotel 3,156,2023-06-25,91,12781,978,105,14283
2697,Imaginary Hotel 3,156,2023-06-24,27,11834,978,537,246356
2698,Imaginary Hotel 3,156,2023-06-23,55,50281,978,770,225105
2699,Imaginary Hotel 3,156,2023-06-22,10,71516,978,143,81386
2700,Imaginary Hotel 3,156,2023-06-21,45,91041,978,615,163171
2701,Imaginary Hotel 3,156,2023-06-20,25,76505,978,301,16278
2702,Imaginary Hotel 3,156,2023-06-19,58,63056,978,855,247337
2703,Imaginary Hotel 3,156,2023-06-18,71,55427,978,836,84380
2704,Imaginary Hotel 3,156,2023-06-17,19,88545,978,896,14166
2705,Imaginary Hotel 3,156,2023-06-16,31,93089,978,690,73627
2706,Imaginary Hotel 3,156,2023-06-15,79,94329,978,82,213101
2707,Imaginary Hotel 3,156,2023-06-14,118,72591,978,742,87191
2708,Imaginary Hotel 3,156,2023-06-13,117,18295,978,140,60570
2709,Imaginary Hotel 3,156,2023-06-12,99,15247,978,457,50043
2710,Imaginary Hotel 3,156,2023-06-11,111,99083,978,515,231884
2711,Imaginary Hotel 3,156,2023-06-10,72,77436,978,373,210027
2712,Imaginary Hotel 3,156,2023-06-09,95,77646,978,321,192895
2713,Imaginary Hotel 3,156,2023-06-08,79,41202,978,478,179369
2714,Imaginary Hotel 3,156,2023-06-07,22,84039,978,400,30685
2715,Imaginary Hotel 3,156,2023-06-06,155,35773,978,957,63316
2716,Imaginary Hotel 3,156,2023-06-05,104,53695,978,244,103066
2717,Imaginary Hotel 3,156,2023-06-04,153,85964,978,806,89111
2718,Imaginary Hotel 3,156,2023-06-03,7,20453,978,963,10630
2719,Imaginary Hotel 3,156,2023-06-02,80,28958,978,5,151696
2720,Imaginary Hotel 3,156,2023-06-01,6,93345,978,676,99330
2721,Imaginary Hotel 3,156,2023-05-31,22,88892,978,18,28140
2722,Imaginary Hotel 3,156,2023-05-30,133,91870,978,931,100631
2723,Imaginary Hotel 3,156,2023-05-29,74,94468,978,570,41538
2724,Imaginary Hotel 3,156,2023-05-28,152,29243,978,595,35333
2725,Imaginary Hotel 3,156,2023-05-27,143,94641,978,310,180194
2726,Imaginary Hotel 3,156,2023-05-26,9,6475,978,923,106785
2727,Imaginary Hotel 3,156,2023-05-25,9,11970,978,353,49833
2728,Imaginary Hotel 3,156,2023-05-24,35,33485,978,563,136038
2729,Imaginary Hotel 3,156,2023-05-23,54,69973,978,628,69795
2730,Imaginary Hotel 3,156,2023-05-22,77,96573,978,38,176779
2731,Imaginary Hotel 3,156,2023-05-21,145,87010,978,476,188066
2732,Imaginary Hotel 3,156,2023-05-20,155,65614,978,146,138039
2733,Imaginary Hotel 3,156,2023-05-19,93,94454,978,271,183244
2734,Imaginary Hotel 3,156,2023-05-18,133,15715,978,462,140140
2735,Imaginary Hotel 3,156,2023-05-17,64,21391,978,804,174842
2736,Imaginary Hotel 3,156,2023-05-16,79,5418,978,343,169237
2737,Imaginary Hotel 3,156,2023-05-15,62,42676,978,561,79237
2738,Imaginary Hotel 3,156,2023-05-14,151,24985,978,381,237539
2739,Imaginary Hotel 3,156,2023-05-13,138,55362,978,605,216243
2740,Imaginary Hotel 3,156,2023-05-12,93,13713,978,945,138417
2741,Imaginary Hotel 3,156,2023-05-11,34,92192,978,905,247273
2742,Imaginary Hotel 3,156,2023-05-10,110,38151,978,349,126683
2743,Imaginary Hotel 3,156,2023-05-09,12,85596,978,818,169794
2744,Imaginary Hotel 3,156,2023-05-08,124,6630,978,547,195265
2745,Imaginary Hotel 3,156,2023-05-07,45,78930,978,959,36593
2746,Imaginary Hotel 3,156,2023-05-06,126,78414,978,860,182388
2747,Imaginary Hotel 3,156,2023-05-05,140,14969,978,654,70709
2748,Imaginary Hotel 3,156,2023-05-04,140,63821,978,781,160083
2749,Imaginary Hotel 3,156,2023-05-03,83,34999,978,367,160399
2750,Imaginary Hotel 3,156,2023-05-02,73,97541,978,733,234770
2751,Imaginary Hotel 3,156,2023-05-01,40,85134,978,555,14244
2752,Imaginary Hotel 3,156,2023-04-30,87,71550,978,925,147105
2753,Imaginary Hotel 3,156,2023-04-29,81,63648,978,664,242268
2754,Imaginary Hotel 3,156,2023-04-28,76,57132,978,402,38757
2755,Imaginary Hotel 3,156,2023-04-27,111,31103,978,941,130833
2756,Imaginary Hotel 3,156,2023-04-26,84,67519,978,425,198153
2757,Imaginary Hotel 3,156,2023-04-25,28,48072,978,128,120873
2758,Imaginary Hotel 3,156,2023-04-24,101,96030,978,549,62722
2759,Imaginary Hotel 3,156,2023-04-23,155,77323,978,499,71591
2760,Imaginary Hotel 3,156,2023-04-22,73,89154,978,439,241198
2761,Imaginary Hotel 3,156,2023-04-21,136,84861,978,530,35819
2762,Imaginary Hotel 3,156,2023-04-20,153,19657,978,585,247937
2763,Imaginary Hotel 3,156,2023-04-19,46,47714,978,111,38437
2764,Imaginary Hotel 3,156,2023-04-18,37,93605,978,964,134332
2765,Imaginary Hotel 3,156,2023-04-17,44,88361,978,780,141959
2766,Imaginary Hotel 3,156,2023-04-16,70,94221,978,662,105513
2767,Imaginary Hotel 3,156,2023-04-15,154,99787,978,258,97239
2768,Imaginary Hotel 3,156,2023-04-14,82,98290,978,396,99671
2769,Imaginary Hotel 3,156,2023-04-13,14,96497,978,676,188269
2770,Imaginary Hotel 3,156,2023-04-12,15,30950,978,793,122646
2771,Imaginary Hotel 3,156,2023-04-11,69,98668,978,436,210982
2772,Imaginary Hotel 3,156,2023-04-10,66,31013,978,733,179207
2773,Imaginary Hotel 3,156,2023-04-09,80,91587,978,566,190356
2774,Imaginary Hotel 3,156,2023-04-08,96,74018,978,18,17574
2775,Imaginary Hotel 3,156,2023-04-07,58,18283,978,335,199144
2776,Imaginary Hotel 3,156,2023-04-06,37,95345,978,557,103580
2777,Imaginary Hotel 3,156,2023-04-05,33,21642,978,147,61926
2778,Imaginary Hotel 3,156,2023-04-04,81,58501,978,945,157128
2779,Imaginary Hotel 3,156,2023-04-03,0,22612,978,282,100363
2780,Imaginary Hotel 3,156,2023-04-02,116,47495,978,258,59599
2781,Imaginary Hotel 3,156,2023-04-01,43,61660,978,189,198657
2782,Imaginary Hotel 3,156,2023-03-31,110,7270,978,267,152867
2783,Imaginary Hotel 3,156,2023-03-30,126,53679,978,649,53200
2784,Imaginary Hotel 3,156,2023-03-29,78,5454,978,960,222789
2785,Imaginary Hotel 3,156,2023-03-28,74,35948,978,359,21007
2786,Imaginary Hotel 3,156,2023-03-27,124,21791,978,849,128603
2787,Imaginary Hotel 3,156,2023-03-26,140,29717,978,496,212247
2788,Imaginary Hotel 3,156,2023-03-25,41,33347,978,103,58116
2789,Imaginary Hotel 3,156,2023-03-24,36,11857,978,790,112595
2790,Imaginary Hotel 3,156,2023-03-23,5,65488,978,867,145227
2791,Imaginary Hotel 3,156,2023-03-22,103,66869,978,373,209891
2792,Imaginary Hotel 3,156,2023-03-21,80,44574,978,762,93666
2793,Imaginary Hotel 3,156,2023-03-20,98,51926,978,879,148025
2794,Imaginary Hotel 3,156,2023-03-19,72,47578,978,24,155497
2795,Imaginary Hotel 3,156,2023-03-18,135,75645,978,177,112025
2796,Imaginary Hotel 3,156,2023-03-17,153,54425,978,803,222298
2797,Imaginary Hotel 3,156,2023-03-16,38,96517,978,623,213299
2798,Imaginary Hotel 3,156,2023-03-15,150,91279,978,316,156677
2799,Imaginary Hotel 3,156,2023-03-14,107,72249,978,166,81541
2800,Imaginary Hotel 3,156,2023-03-13,86,41494,978,854,98222
2801,Imaginary Hotel 3,156,2023-03-12,15,92049,978,954,236680
2802,Imaginary Hotel 3,156,2023-03-11,139,48059,978,3,50458
2803,Imaginary Hotel 3,156,2023-03-10,55,98843,978,139,47409
2804,Imaginary Hotel 3,156,2023-03-09,2,83238,978,94,54320
2805,Imaginary Hotel 3,156,2023-03-08,142,79397,978,168,101437
2806,Imaginary Hotel 3,156,2023-03-07,37,96830,978,628,36249
2807,Imaginary Hotel 3,156,2023-03-06,72,57059,978,8,140917
2808,Imaginary Hotel 3,156,2023-03-05,110,44272,978,303,171738
2809,Imaginary Hotel 3,156,2023-03-04,89,93300,978,628,108721
2810,Imaginary Hotel 3,156,2023-03-03,23,47894,978,184,171646
2811,Imaginary Hotel 3,156,2023-03-02,37,36750,978,656,218001
2812,Imaginary Hotel 3,156,2023-03-01,133,59902,978,931,121432
2813,Imaginary Hotel 3,156,2023-02-28,133,30868,978,530,198747
2814,Imaginary Hotel 3,156,2023-02-27,126,57096,978,940,216019
2815,Imaginary Hotel 3,156,2023-02-26,59,89546,978,477,79175
2816,Imaginary Hotel 3,156,2023-02-25,62,62893,978,942,61840
2817,Imaginary Hotel 3,156,2023-02-24,152,24323,978,482,164631
2818,Imaginary Hotel 3,156,2023-02-23,59,81356,978,350,161869
2819,Imaginary Hotel 3,156,2023-02-22,113,78811,978,94,171508
2820,Imaginary Hotel 3,156,2023-02-21,48,61664,978,161,197980
2821,Imaginary Hotel 3,156,2023-02-20,89,69150,978,505,169635
2822,Imaginary Hotel 3,156,2023-02-19,34,95159,978,957,89298
2823,Imaginary Hotel 3,156,2023-02-18,42,37970,978,807,189681
2824,Imaginary Hotel 3,156,2023-02-17,131,18474,978,813,140631
2825,Imaginary Hotel 3,156,2023-02-16,37,95455,978,670,38649
2826,Imaginary Hotel 3,156,2023-02-15,51,13695,978,478,247693
2827,Imaginary Hotel 3,156,2023-02-14,91,70672,978,655,166442
2828,Imaginary Hotel 3,156,2023-02-13,26,82290,978,874,57282
2829,Imaginary Hotel 3,156,2023-02-12,19,9295,978,419,237684
2830,Imaginary Hotel 3,156,2023-02-11,81,49761,978,186,104913
2831,Imaginary Hotel 3,156,2023-02-10,23,53710,978,907,18680
2832,Imaginary Hotel 3,156,2023-02-09,47,98946,978,857,232315
2833,Imaginary Hotel 3,156,2023-02-08,83,81861,978,279,230895
2834,Imaginary Hotel 3,156,2023-02-07,37,52769,978,177,34816
2835,Imaginary Hotel 3,156,2023-02-06,81,41460,978,608,94224
2836,Imaginary Hotel 3,156,2023-02-05,67,94957,978,616,45906
2837,Imaginary Hotel 3,156,2023-02-04,36,14421,978,576,188121
2838,Imaginary Hotel 3,156,2023-02-03,92,86105,978,213,91314
2839,Imaginary Hotel 3,156,2023-02-02,145,52667,978,167,122094
2840,Imaginary Hotel 3,156,2023-02-01,105,72946,978,868,20570
2841,Imaginary Hotel 3,156,2023-01-31,122,31290,978,461,138865
2842,Imaginary Hotel 3,156,2023-01-30,2,19617,978,95,160367
2843,Imaginary Hotel 3,156,2023-01-29,83,11525,978,606,237621
2844,Imaginary Hotel 3,156,2023-01-28,108,61674,978,127,97973
2845,Imaginary Hotel 3,156,2023-01-27,98,49135,978,494,172650
2846,Imaginary Hotel 3,156,2023-01-26,115,51630,978,726,101085
2847,Imaginary Hotel 3,156,2023-01-25,44,86446,978,576,55356
2848,Imaginary Hotel 3,156,2023-01-24,44,25283,978,242,127546
2849,Imaginary Hotel 3,156,2023-01-23,154,92672,978,384,208858
2850,Imaginary Hotel 3,156,2023-01-22,86,52177,978,138,56219
2851,Imaginary Hotel 3,156,2023-01-21,94,88863,978,85,183012
2852,Imaginary Hotel 3,156,2023-01-20,30,52379,978,879,113716
2853,Imaginary Hotel 3,156,2023-01-19,133,41710,978,712,42375
2854,Imaginary Hotel 3,156,2023-01-18,104,7998,978,889,189466
2855,Imaginary Hotel 3,156,2023-01-17,146,91616,978,502,157611
2856,Imaginary Hotel 3,156,2023-01-16,25,93347,978,266,129702
2857,Imaginary Hotel 3,156,2023-01-15,105,55970,978,514,170314
2858,Imaginary Hotel 3,156,2023-01-14,24,8762,978,688,119639
2859,Imaginary Hotel 3,156,2023-01-13,30,8505,978,9,14191
2860,Imaginary Hotel 3,156,2023-01-12,79,58741,978,579,41713
2861,Imaginary Hotel 3,156,2023-01-11,111,79789,978,968,109958
2862,Imaginary Hotel 3,156,2023-01-10,13,71340,978,910,37656
2863,Imaginary Hotel 3,156,2023-01-09,128,71523,978,162,227383
2864,Imaginary Hotel 3,156,2023-01-08,139,23856,978,875,34353
2865,Imaginary Hotel 3,156,2023-01-07,98,6913,978,132,103257
2866,Imaginary Hotel 3,156,2023-01-06,43,33018,978,551,184713
2867,Imaginary Hotel 3,156,2023-01-05,95,9771,978,293,188241
2868,Imaginary Hotel 3,156,2023-01-04,22,59628,978,806,18182
2869,Imaginary Hotel 3,156,2023-01-03,77,81601,978,910,242599
2870,Imaginary Hotel 3,156,2023-01-02,71,39045,978,63,206694
2871,Imaginary Hotel 3,156,2023-01-01,96,19186,978,392,204932
2872,Imaginary Hotel 3,156,2022-12-31,89,81374,978,586,110667
2873,Imaginary Hotel 3,156,2022-12-30,29,82589,978,470,226239
2874,Imaginary Hotel 3,156,2022-12-29,27,17089,978,450,113706
2875,Imaginary Hotel 3,156,2022-12-28,60,82293,978,657,169915
2876,Imaginary Hotel 3,156,2022-12-27,104,50814,978,721,88426
2877,Imaginary Hotel 3,156,2022-12-26,44,73104,978,919,228174
2878,Imaginary Hotel 3,156,2022-12-25,11,48162,978,725,90355
2879,Imaginary Hotel 3,156,2022-12-24,51,25316,978,920,60489
2880,Imaginary Hotel 3,156,2022-12-23,0,15809,978,567,100685
2881,Imaginary Hotel 3,156,2022-12-22,46,88182,978,687,36007
2882,Imaginary Hotel 3,156,2022-12-21,69,43098,978,421,186435
2883,Imaginary Hotel 3,156,2022-12-20,139,73595,978,241,123611
2884,Imaginary Hotel 3,156,2022-12-19,43,27659,978,520,206922
2885,Imaginary Hotel 3,156,2022-12-18,121,44885,978,381,23142
2886,Imaginary Hotel 3,156,2022-12-17,55,29618,978,216,49678
2887,Imaginary Hotel 3,156,2022-12-16,45,47776,978,700,122241
2888,Imaginary Hotel 3,156,2022-12-15,154,50779,978,850,210031
2889,Imaginary Hotel 3,156,2022-12-14,79,98615,978,158,136034
2890,Imaginary Hotel 3,156,2022-12-13,135,80860,978,18,73741
2891,Imaginary Hotel 3,156,2022-12-12,43,23819,978,969,28519
2892,Imaginary Hotel 3,156,2022-12-11,94,50279,978,269,158260
2893,Imaginary Hotel 3,156,2022-12-10,98,79467,978,712,231787
2894,Imaginary Hotel 3,156,2022-12-09,19,50991,978,329,22632
2895,Imaginary Hotel 3,156,2022-12-08,130,77292,978,247,211452
2896,Imaginary Hotel 3,156,2022-12-07,47,76925,978,792,209154
2897,Imaginary Hotel 3,156,2022-12-06,9,6157,978,609,210776
2898,Imaginary Hotel 3,156,2022-12-05,10,11709,978,485,246413
2899,Imaginary Hotel 3,156,2022-12-04,76,97042,978,272,37908
2900,Imaginary Hotel 3,156,2022-12-03,136,50235,978,265,171050
2901,Imaginary Hotel 3,156,2022-12-02,142,46523,978,297,122381
2902,Imaginary Hotel 3,156,2022-12-01,134,17842,978,515,150013
2903,Imaginary Hotel 3,156,2022-11-30,75,44269,978,160,30328
2904,Imaginary Hotel 3,156,2022-11-29,119,43950,978,390,187039
2905,Imaginary Hotel 3,156,2022-11-28,14,24999,978,593,43692
2906,Imaginary Hotel 3,156,2022-11-27,89,7617,978,30,213402
2907,Imaginary Hotel 3,156,2022-11-26,9,77393,978,875,137997
2908,Imaginary Hotel 3,156,2022-11-25,26,6760,978,789,245339
2909,Imaginary Hotel 3,156,2022-11-24,14,92033,978,182,87228
2910,Imaginary Hotel 3,156,2022-11-23,0,43578,978,672,85821
2911,Imaginary Hotel 3,156,2022-11-22,69,87713,978,176,158003
2912,Imaginary Hotel 3,156,2022-11-21,109,46655,978,366,7319
2913,Imaginary Hotel 3,156,2022-11-20,106,85254,978,775,217140
2914,Imaginary Hotel 3,156,2022-11-19,5,49847,978,946,100820
2915,Imaginary Hotel 3,156,2022-11-18,110,63771,978,617,107185
2916,Imaginary Hotel 3,156,2022-11-17,25,7967,978,54,101217
2917,Imaginary Hotel 3,156,2022-11-16,81,76252,978,903,248557
2918,Imaginary Hotel 3,156,2022-11-15,141,69465,978,153,76942
2919,Imaginary Hotel 3,156,2022-11-14,3,17797,978,358,194972
2920,Imaginary Hotel 3,156,2022-11-13,107,84818,978,415,201839
2921,Imaginary Hotel 3,156,2022-11-12,131,49694,978,155,188250
2922,Imaginary Hotel 3,156,2022-11-11,19,19342,978,217,138562
2923,Imaginary Hotel 3,156,2022-11-10,2,95617,978,302,166088
2924,Imaginary Hotel 3,156,2022-11-09,70,94944,978,19,132440
2925,Imaginary Hotel 3,156,2022-11-08,125,80028,978,867,102586
2926,Imaginary Hotel 3,156,2022-11-07,69,85058,978,240,62282
2927,Imaginary Hotel 3,156,2022-11-06,119,76228,978,754,77650
2928,Imaginary Hotel 3,156,2022-11-05,60,15685,978,91,103897
2929,Imaginary Hotel 3,156,2022-11-04,17,94018,978,187,74031
2930,Imaginary Hotel 3,156,2022-11-03,4,94928,978,52,241422
2931,Imaginary Hotel 3,156,2022-11-02,49,37427,978,334,80537
2932,Imaginary Hotel 3,156,2022-11-01,70,39955,978,115,101418
2933,Imaginary Hotel 3,156,2022-10-31,37,85522,978,16,225981
2934,Imaginary Hotel 3,156,2022-10-30,87,47363,978,384,13571
2935,Imaginary Hotel 3,156,2022-10-29,139,38072,978,553,227361
2936,Imaginary Hotel 3,156,2022-10-28,18,7690,978,824,218317
2937,Imaginary Hotel 3,156,2022-10-27,155,97402,978,70,236525
2938,Imaginary Hotel 3,156,2022-10-26,19,94610,978,122,100770
2939,Imaginary Hotel 3,156,2022-10-25,58,58049,978,196,12328
2940,Imaginary Hotel 3,156,2022-10-24,124,35377,978,67,246505
2941,Imaginary Hotel 3,156,2022-10-23,102,48489,978,443,25768
2942,Imaginary Hotel 3,156,2022-10-22,22,14941,978,243,42050
2943,Imaginary Hotel 3,156,2022-10-21,92,43081,978,793,22438
2944,Imaginary Hotel 3,156,2022-10-20,19,26515,978,880,92658
2945,Imaginary Hotel 3,156,2022-10-19,19,31975,978,149,173229
2946,Imaginary Hotel 3,156,2022-10-18,132,23066,978,752,83104
2947,Imaginary Hotel 3,156,2022-10-17,66,10920,978,615,78616
2948,Imaginary Hotel 3,156,2022-10-16,35,94669,978,173,52112
2949,Imaginary Hotel 3,156,2022-10-15,114,75106,978,614,110654
2950,Imaginary Hotel 3,156,2022-10-14,91,6389,978,46,145945
2951,Imaginary Hotel 3,156,2022-10-13,119,29595,978,948,78346
2952,Imaginary Hotel 3,156,2022-10-12,24,53364,978,771,117917
2953,Imaginary Hotel 3,156,2022-10-11,127,39241,978,302,71642
2954,Imaginary Hotel 3,156,2022-10-10,0,29469,978,205,91286
2955,Imaginary Hotel 3,156,2022-10-09,63,71329,978,771,98636
2956,Imaginary Hotel 3,156,2022-10-08,28,78154,978,549,113553
2957,Imaginary Hotel 3,156,2022-10-07,113,59487,978,121,20852
2958,Imaginary Hotel 3,156,2022-10-06,18,95251,978,169,173894
2959,Imaginary Hotel 3,156,2022-10-05,18,98887,978,160,155582
2960,Imaginary Hotel 3,156,2022-10-04,152,60557,978,636,103734
2961,Imaginary Hotel 3,156,2022-10-03,87,37485,978,60,182477
2962,Imaginary Hotel 3,156,2022-10-02,0,63228,978,637,106320
2963,Imaginary Hotel 3,156,2022-10-01,65,76423,978,700,232382
2964,Imaginary Hotel 3,156,2022-09-30,125,38673,978,466,27395
2965,Imaginary Hotel 3,156,2022-09-29,68,49731,978,682,41151
2966,Imaginary Hotel 3,156,2022-09-28,38,21598,978,310,157595
2967,Imaginary Hotel 3,156,2022-09-27,68,17783,978,111,218198
2968,Imaginary Hotel 3,156,2022-09-26,15,18938,978,339,103800
2969,Imaginary Hotel 3,156,2022-09-25,9,17658,978,694,134344
2970,Imaginary Hotel 3,156,2022-09-24,54,50701,978,8,200566
2971,Imaginary Hotel 3,156,2022-09-23,74,11076,978,419,60308
2972,Imaginary Hotel 3,156,2022-09-22,43,61967,978,672,170886
2973,Imaginary Hotel 3,156,2022-09-21,97,37342,978,258,204475
2974,Imaginary Hotel 3,156,2022-09-20,145,32950,978,16,245472
2975,Imaginary Hotel 3,156,2022-09-19,128,54899,978,438,219056
2976,Imaginary Hotel 3,156,2022-09-18,86,90743,978,872,105329
2977,Imaginary Hotel 3,156,2022-09-17,134,57674,978,442,205030
2978,Imaginary Hotel 3,156,2022-09-16,59,18415,978,643,249083
2979,Imaginary Hotel 3,156,2022-09-15,126,21377,978,815,149323
2980,Imaginary Hotel 3,156,2022-09-14,40,77628,978,659,228232
2981,Imaginary Hotel 3,156,2022-09-13,51,58629,978,854,84640
2982,Imaginary Hotel 3,156,2022-09-12,18,10191,978,141,248178
2983,Imaginary Hotel 3,156,2022-09-11,109,94395,978,366,174762
2984,Imaginary Hotel 3,156,2022-09-10,16,25453,978,588,206014
2985,Imaginary Hotel 3,156,2022-09-09,92,70259,978,572,205886
2986,Imaginary Hotel 3,156,2022-09-08,108,71588,978,827,129971
2987,Imaginary Hotel 3,156,2022-09-07,126,78202,978,63,163397
2988,Imaginary Hotel 3,156,2022-09-06,128,65261,978,622,101545
2989,Imaginary Hotel 3,156,2022-09-05,83,78429,978,440,128545
2990,Imaginary Hotel 3,156,2022-09-04,123,70583,978,542,235649
2991,Imaginary Hotel 3,156,2022-09-03,10,64570,978,178,137583
2992,Imaginary Hotel 3,156,2022-09-02,11,38571,978,465,97959
2993,Imaginary Hotel 3,156,2022-09-01,58,56287,978,643,20596
2994,Imaginary Hotel 3,156,2022-08-31,111,44125,978,182,118751
2995,Imaginary Hotel 3,156,2022-08-30,24,94139,978,479,213607
2996,Imaginary Hotel 3,156,2022-08-29,4,95289,978,939,223229
2997,Imaginary Hotel 3,156,2022-08-28,72,43164,978,151,231954
2998,Imaginary Hotel 3,156,2022-08-27,21,21989,978,0,237698
2999,Imaginary Hotel 3,156,2022-08-26,49,15270,978,786,42124
3000,Imaginary Hotel 4,490,2025-05-21,54,89940,1130,665,67470
3001,Imaginary Hotel 4,490,2025-05-20,192,20945,1130,1051,241832
3002,Imaginary Hotel 4,490,2025-05-19,55,79515,1130,102,83840
3003,Imaginary Hotel 4,490,2025-05-18,314,20486,1130,647,154848
3004,Imaginary Hotel 4,490,2025-05-17,325,82008,1130,318,176752
3005,Imaginary Hotel 4,490,2025-05-16,234,56639,1130,122,50930
3006,Imaginary Hotel 4,490,2025-05-15,369,12859,1130,1027,70750
3007,Imaginary Hotel 4,490,2025-05-14,146,42436,1130,499,152342
3008,Imaginary Hotel 4,490,2025-05-13,422,62628,1130,329,59682
3009,Imaginary Hotel 4,490,2025-05-12,34,11753,1130,960,241567
3010,Imaginary Hotel 4,490,2025-05-11,241,70818,1130,790,143364
3011,Imaginary Hotel 4,490,2025-05-10,26,83030,1130,912,69646
3012,Imaginary Hotel 4,490,2025-05-09,235,87719,1130,1007,126809
3013,Imaginary Hotel 4,490,2025-05-08,403,93582,1130,820,39694
3014,Imaginary Hotel 4,490,2025-05-07,205,58687,1130,512,221835
3015,Imaginary Hotel 4,490,2025-05-06,421,96445,1130,619,126184
3016,Imaginary Hotel 4,490,2025-05-05,321,37677,1130,520,180474
3017,Imaginary Hotel 4,490,2025-05-04,232,66009,1130,498,23823
3018,Imaginary Hotel 4,490,2025-05-03,114,24115,1130,402,130489
3019,Imaginary Hotel 4,490,2025-05-02,392,54273,1130,178,168697
3020,Imaginary Hotel 4,490,2025-05-01,434,67141,1130,121,214202
3021,Imaginary Hotel 4,490,2025-04-30,391,53576,1130,158,167776
3022,Imaginary Hotel 4,490,2025-04-29,49,34707,1130,507,116648
3023,Imaginary Hotel 4,490,2025-04-28,102,60867,1130,171,20666
3024,Imaginary Hotel 4,490,2025-04-27,428,63616,1130,377,173871
3025,Imaginary Hotel 4,490,2025-04-26,248,40641,1130,856,209083
3026,Imaginary Hotel 4,490,2025-04-25,137,8510,1130,889,222720
3027,Imaginary Hotel 4,490,2025-04-24,106,76982,1130,782,201102
3028,Imaginary Hotel 4,490,2025-04-23,490,63640,1130,1087,31066
3029,Imaginary Hotel 4,490,2025-04-22,189,91022,1130,250,209401
3030,Imaginary Hotel 4,490,2025-04-21,239,26816,1130,813,182291
3031,Imaginary Hotel 4,490,2025-04-20,247,12719,1130,455,115302
3032,Imaginary Hotel 4,490,2025-04-19,25,7302,1130,750,16616
3033,Imaginary Hotel 4,490,2025-04-18,225,20457,1130,720,188458
3034,Imaginary Hotel 4,490,2025-04-17,411,84061,1130,296,10568
3035,Imaginary Hotel 4,490,2025-04-16,331,88581,1130,777,179219
3036,Imaginary Hotel 4,490,2025-04-15,231,78528,1130,93,38108
3037,Imaginary Hotel 4,490,2025-04-14,247,67656,1130,471,198976
3038,Imaginary Hotel 4,490,2025-04-13,39,79598,1130,811,249417
3039,Imaginary Hotel 4,490,2025-04-12,131,71398,1130,396,147179
3040,Imaginary Hotel 4,490,2025-04-11,313,38018,1130,84,68577
3041,Imaginary Hotel 4,490,2025-04-10,74,72540,1130,762,195084
3042,Imaginary Hotel 4,490,2025-04-09,10,55306,1130,76,130182
3043,Imaginary Hotel 4,490,2025-04-08,283,90635,1130,937,173576
3044,Imaginary Hotel 4,490,2025-04-07,26,26739,1130,347,83058
3045,Imaginary Hotel 4,490,2025-04-06,123,47001,1130,741,67337
3046,Imaginary Hotel 4,490,2025-04-05,69,90069,1130,535,18479
3047,Imaginary Hotel 4,490,2025-04-04,325,77495,1130,545,47026
3048,Imaginary Hotel 4,490,2025-04-03,10,90031,1130,544,204330
3049,Imaginary Hotel 4,490,2025-04-02,186,41584,1130,850,122011
3050,Imaginary Hotel 4,490,2025-04-01,209,99028,1130,461,126516
3051,Imaginary Hotel 4,490,2025-03-31,142,95750,1130,904,154161
3052,Imaginary Hotel 4,490,2025-03-30,261,76129,1130,179,221071
3053,Imaginary Hotel 4,490,2025-03-29,451,83851,1130,214,62445
3054,Imaginary Hotel 4,490,2025-03-28,310,7486,1130,395,184839
3055,Imaginary Hotel 4,490,2025-03-27,221,62713,1130,1084,195554
3056,Imaginary Hotel 4,490,2025-03-26,55,35332,1130,73,196812
3057,Imaginary Hotel 4,490,2025-03-25,201,27266,1130,454,166393
3058,Imaginary Hotel 4,490,2025-03-24,17,34964,1130,958,12672
3059,Imaginary Hotel 4,490,2025-03-23,209,39530,1130,130,166287
3060,Imaginary Hotel 4,490,2025-03-22,300,55948,1130,144,57468
3061,Imaginary Hotel 4,490,2025-03-21,154,81660,1130,413,21571
3062,Imaginary Hotel 4,490,2025-03-20,189,24446,1130,513,195880
3063,Imaginary Hotel 4,490,2025-03-19,470,47173,1130,855,59380
3064,Imaginary Hotel 4,490,2025-03-18,18,34720,1130,794,199528
3065,Imaginary Hotel 4,490,2025-03-17,486,25439,1130,179,78969
3066,Imaginary Hotel 4,490,2025-03-16,184,77750,1130,860,121561
3067,Imaginary Hotel 4,490,2025-03-15,368,19813,1130,31,25227
3068,Imaginary Hotel 4,490,2025-03-14,415,71818,1130,1052,15671
3069,Imaginary Hotel 4,490,2025-03-13,413,16358,1130,519,123880
3070,Imaginary Hotel 4,490,2025-03-12,292,56124,1130,665,115009
3071,Imaginary Hotel 4,490,2025-03-11,265,75072,1130,52,78137
3072,Imaginary Hotel 4,490,2025-03-10,351,73876,1130,939,148331
3073,Imaginary Hotel 4,490,2025-03-09,296,42386,1130,1062,240352
3074,Imaginary Hotel 4,490,2025-03-08,85,48309,1130,1004,184977
