Date,Hotel,Total Rooms,Rooms Solds,Rooms Revenue,CompSet Total Rooms,CompSet Rooms Sold,CompSet Rooms Revenue
2023-04-22,Imaginary Hotel 3,156,82,98290,978,396,99671
2023-04-21,Imaginary Hotel 3,156,14,96497,978,676,188269
2023-04-20,Imaginary Hotel 3,156,15,30950,978,793,122646
2023-04-19,Imaginary Hotel 3,156,69,98668,978,436,210982
2023-04-18,Imaginary Hotel 3,156,66,31013,978,733,179207
2023-04-17,Imaginary Hotel 3,156,80,91587,978,566,190356
2023-04-16,Imaginary Hotel 3,156,96,74018,978,18,17574
2023-04-15,Imaginary Hotel 3,156,58,18283,978,335,199144
2023-04-14,Imaginary Hotel 3,156,37,95345,978,557,103580
2023-04-13,Imaginary Hotel 3,156,33,21642,978,147,61926
2023-04-12,Imaginary Hotel 3,156,81,58501,978,945,157128
2023-04-11,Imaginary Hotel 3,156,0,22612,978,282,100363
2023-04-10,Imaginary Hotel 3,156,116,47495,978,258,59599
2023-04-09,Imaginary Hotel 3,156,43,61660,978,189,198657
2023-04-08,Imaginary Hotel 3,156,110,7270,978,267,152867
2023-04-07,Imaginary Hotel 3,156,126,53679,978,649,53200
2023-04-06,Imaginary Hotel 3,156,78,5454,978,960,222789
2023-04-05,Imaginary Hotel 3,156,74,35948,978,359,21007
2023-04-04,Imaginary Hotel 3,156,124,21791,978,849,128603
2023-04-03,Imaginary Hotel 3,156,140,29717,978,496,212247
2023-04-02,Imaginary Hotel 3,156,41,33347,978,103,58116
2023-04-01,Imaginary Hotel 3,156,36,11857,978,790,112595
2023-03-31,Imaginary Hotel 3,156,5,65488,978,867,145227
2023-03-30,Imaginary Hotel 3,156,103,66869,978,373,209891
2023-03-29,Imaginary Hotel 3,156,80,44574,978,762,93666
2023-03-28,Imaginary Hotel 3,156,98,51926,978,879,148025
2023-03-27,Imaginary Hotel 3,156,72,47578,978,24,155497
2023-03-26,Imaginary Hotel 3,156,135,75645,978,177,112025
2023-03-25,Imaginary Hotel 3,156,153,54425,978,803,222298
2023-03-24,Imaginary Hotel 3,156,38,96517,978,623,213299
2023-03-23,Imaginary Hotel 3,156,150,91279,978,316,156677
2023-03-22,Imaginary Hotel 3,156,107,72249,978,166,81541
2023-03-21,Imaginary Hotel 3,156,86,41494,978,854,98222
2023-03-20,Imaginary Hotel 3,156,15,92049,978,954,236680
2023-03-19,Imaginary Hotel 3,156,139,48059,978,3,50458
2023-03-18,Imaginary Hotel 3,156,55,98843,978,139,47409
2023-03-17,Imaginary Hotel 3,156,2,83238,978,94,54320
2023-03-16,Imaginary Hotel 3,156,142,79397,978,168,101437
2023-03-15,Imaginary Hotel 3,156,37,96830,978,628,36249
2023-03-14,Imaginary Hotel 3,156,72,57059,978,8,140917
2023-03-13,Imaginary Hotel 3,156,110,44272,978,303,171738
2023-03-12,Imaginary Hotel 3,156,89,93300,978,628,108721
2023-03-11,Imaginary Hotel 3,156,23,47894,978,184,171646
2023-03-10,Imaginary Hotel 3,156,37,36750,978,656,218001
2023-03-09,Imaginary Hotel 3,156,133,59902,978,931,121432
2023-03-08,Imaginary Hotel 3,156,133,30868,978,530,198747
2023-03-07,Imaginary Hotel 3,156,126,57096,978,940,216019
2023-03-06,Imaginary Hotel 3,156,59,89546,978,477,79175
2023-03-05,Imaginary Hotel 3,156,62,62893,978,942,61840
2023-03-04,Imaginary Hotel 3,156,152,24323,978,482,164631
2023-03-03,Imaginary Hotel 3,156,59,81356,978,350,161869
2023-03-02,Imaginary Hotel 3,156,113,78811,978,94,171508
2023-03-01,Imaginary Hotel 3,156,48,61664,978,161,197980
2023-02-28,Imaginary Hotel 3,156,89,69150,978,505,169635
2023-02-27,Imaginary Hotel 3,156,34,95159,978,957,89298
2023-02-26,Imaginary Hotel 3,156,42,37970,978,807,189681
2023-02-25,Imaginary Hotel 3,156,131,18474,978,813,140631
2023-02-24,Imaginary Hotel 3,156,37,95455,978,670,38649
2023-02-23,Imaginary Hotel 3,156,51,13695,978,478,247693
2023-02-22,Imaginary Hotel 3,156,91,70672,978,655,166442
2023-02-21,Imaginary Hotel 3,156,26,82290,978,874,57282
2023-02-20,Imaginary Hotel 3,156,19,9295,978,419,237684
2023-02-19,Imaginary Hotel 3,156,81,49761,978,186,104913
2023-02-18,Imaginary Hotel 3,156,23,53710,978,907,18680
2023-02-17,Imaginary Hotel 3,156,47,98946,978,857,232315
2023-02-16,Imaginary Hotel 3,156,83,81861,978,279,230895
2023-02-15,Imaginary Hotel 3,156,37,52769,978,177,34816
2023-02-14,Imaginary Hotel 3,156,81,41460,978,608,94224
2023-02-13,Imaginary Hotel 3,156,67,94957,978,616,45906
2023-02-12,Imaginary Hotel 3,156,36,14421,978,576,188121
2023-02-11,Imaginary Hotel 3,156,92,86105,978,213,91314
2023-02-10,Imaginary Hotel 3,156,145,52667,978,167,122094
2023-02-09,Imaginary Hotel 3,156,105,72946,978,868,20570
2023-02-08,Imaginary Hotel 3,156,122,31290,978,461,138865
2023-02-07,Imaginary Hotel 3,156,2,19617,978,95,160367
2023-02-06,Imaginary Hotel 3,156,83,11525,978,606,237621
2023-02-05,Imaginary Hotel 3,156,108,61674,978,127,97973
2023-02-04,Imaginary Hotel 3,156,98,49135,978,494,172650
2023-02-03,Imaginary Hotel 3,156,115,51630,978,726,101085
2023-02-02,Imaginary Hotel 3,156,44,86446,978,576,55356
2023-02-01,Imaginary Hotel 3,156,44,25283,978,242,127546
2023-01-31,Imaginary Hotel 3,156,154,92672,978,384,208858
2023-01-30,Imaginary Hotel 3,156,86,52177,978,138,56219
2023-01-29,Imaginary Hotel 3,156,94,88863,978,85,183012
2023-01-28,Imaginary Hotel 3,156,30,52379,978,879,113716
2023-01-27,Imaginary Hotel 3,156,133,41710,978,712,42375
2023-01-26,Imaginary Hotel 3,156,104,7998,978,889,189466
2023-01-25,Imaginary Hotel 3,156,146,91616,978,502,157611
2023-01-24,Imaginary Hotel 3,156,25,93347,978,266,129702
2023-01-23,Imaginary Hotel 3,156,105,55970,978,514,170314
2023-01-22,Imaginary Hotel 3,156,24,8762,978,688,119639
2023-01-21,Imaginary Hotel 3,156,30,8505,978,9,14191
2023-01-20,Imaginary Hotel 3,156,79,58741,978,579,41713
2023-01-19,Imaginary Hotel 3,156,111,79789,978,968,109958
2023-01-18,Imaginary Hotel 3,156,13,71340,978,910,37656
2023-01-17,Imaginary Hotel 3,156,128,71523,978,162,227383
2023-01-16,Imaginary Hotel 3,156,139,23856,978,875,34353
2023-01-15,Imaginary Hotel 3,156,98,6913,978,132,103257
2023-01-14,Imaginary Hotel 3,156,43,33018,978,551,184713
2023-01-13,Imaginary Hotel 3,156,95,9771,978,293,188241
2023-01-12,Imaginary Hotel 3,156,22,59628,978,806,18182
2023-01-11,Imaginary Hotel 3,156,77,81601,978,910,242599
2023-01-10,Imaginary Hotel 3,156,71,39045,978,63,206694
2023-01-09,Imaginary Hotel 3,156,96,19186,978,392,204932
2023-01-08,Imaginary Hotel 3,156,89,81374,978,586,110667
2023-01-07,Imaginary Hotel 3,156,29,82589,978,470,226239
2023-01-06,Imaginary Hotel 3,156,27,17089,978,450,113706
2023-01-05,Imaginary Hotel 3,156,60,82293,978,657,169915
2023-01-04,Imaginary Hotel 3,156,104,50814,978,721,88426
2023-01-03,Imaginary Hotel 3,156,44,73104,978,919,228174
2023-01-02,Imaginary Hotel 3,156,11,48162,978,725,90355
2023-01-01,Imaginary Hotel 3,156,51,25316,978,920,60489
2022-12-31,Imaginary Hotel 3,156,0,15809,978,567,100685
2022-12-30,Imaginary Hotel 3,156,46,88182,978,687,36007
2022-12-29,Imaginary Hotel 3,156,69,43098,978,421,186435
2022-12-28,Imaginary Hotel 3,156,139,73595,978,241,123611
2022-12-27,Imaginary Hotel 3,156,43,27659,978,520,206922
2022-12-26,Imaginary Hotel 3,156,121,44885,978,381,23142
2022-12-25,Imaginary Hotel 3,156,55,29618,978,216,49678
2022-12-24,Imaginary Hotel 3,156,45,47776,978,700,122241
2022-12-23,Imaginary Hotel 3,156,154,50779,978,850,210031
2022-12-22,Imaginary Hotel 3,156,79,98615,978,158,136034
2022-12-21,Imaginary Hotel 3,156,135,80860,978,18,73741
2022-12-20,Imaginary Hotel 3,156,43,23819,978,969,28519
2022-12-19,Imaginary Hotel 3,156,94,50279,978,269,158260
2022-12-18,Imaginary Hotel 3,156,98,79467,978,712,231787
2022-12-17,Imaginary Hotel 3,156,19,50991,978,329,22632
2022-12-16,Imaginary Hotel 3,156,130,77292,978,247,211452
2022-12-15,Imaginary Hotel 3,156,47,76925,978,792,209154
2022-12-14,Imaginary Hotel 3,156,9,6157,978,609,210776
2022-12-13,Imaginary Hotel 3,156,10,11709,978,485,246413
2022-12-12,Imaginary Hotel 3,156,76,97042,978,272,37908
2022-12-11,Imaginary Hotel 3,156,136,50235,978,265,171050
2022-12-10,Imaginary Hotel 3,156,142,46523,978,297,122381
2022-12-09,Imaginary Hotel 3,156,134,17842,978,515,150013
2022-12-08,Imaginary Hotel 3,156,75,44269,978,160,30328
2022-12-07,Imaginary Hotel 3,156,119,43950,978,390,187039
2022-12-06,Imaginary Hotel 3,156,14,24999,978,593,43692
2022-12-05,Imaginary Hotel 3,156,89,7617,978,30,213402
2022-12-04,Imaginary Hotel 3,156,9,77393,978,875,137997
2022-12-03,Imaginary Hotel 3,156,26,6760,978,789,245339
2022-12-02,Imaginary Hotel 3,156,14,92033,978,182,87228
2022-12-01,Imaginary Hotel 3,156,0,43578,978,672,85821
2022-11-30,Imaginary Hotel 3,156,69,87713,978,176,158003
2022-11-29,Imaginary Hotel 3,156,109,46655,978,366,7319
2022-11-28,Imaginary Hotel 3,156,106,85254,978,775,217140
2022-11-27,Imaginary Hotel 3,156,5,49847,978,946,100820
2022-11-26,Imaginary Hotel 3,156,110,63771,978,617,107185
2022-11-25,Imaginary Hotel 3,156,25,7967,978,54,101217
2022-11-24,Imaginary Hotel 3,156,81,76252,978,903,248557
2022-11-23,Imaginary Hotel 3,156,141,69465,978,153,76942
2022-11-22,Imaginary Hotel 3,156,3,17797,978,358,194972
2022-11-21,Imaginary Hotel 3,156,107,84818,978,415,201839
2022-11-20,Imaginary Hotel 3,156,131,49694,978,155,188250
2022-11-19,Imaginary Hotel 3,156,19,19342,978,217,138562
2022-11-18,Imaginary Hotel 3,156,2,95617,978,302,166088
2022-11-17,Imaginary Hotel 3,156,70,94944,978,19,132440
2022-11-16,Imaginary Hotel 3,156,125,80028,978,867,102586
2022-11-15,Imaginary Hotel 3,156,69,85058,978,240,62282
2022-11-14,Imaginary Hotel 3,156,119,76228,978,754,77650
2022-11-13,Imaginary Hotel 3,156,60,15685,978,91,103897
2022-11-12,Imaginary Hotel 3,156,17,94018,978,187,74031
2022-11-11,Imaginary Hotel 3,156,4,94928,978,52,241422
2022-11-10,Imaginary Hotel 3,156,49,37427,978,334,80537
2022-11-09,Imaginary Hotel 3,156,70,39955,978,115,101418
2022-11-08,Imaginary Hotel 3,156,37,85522,978,16,225981
2022-11-07,Imaginary Hotel 3,156,87,47363,978,384,13571
2022-11-06,Imaginary Hotel 3,156,139,38072,978,553,227361
2022-11-05,Imaginary Hotel 3,156,18,7690,978,824,218317
2022-11-04,Imaginary Hotel 3,156,155,97402,978,70,236525
2022-11-03,Imaginary Hotel 3,156,19,94610,978,122,100770
2022-11-02,Imaginary Hotel 3,156,58,58049,978,196,12328
2022-11-01,Imaginary Hotel 3,156,124,35377,978,67,246505
2022-10-31,Imaginary Hotel 3,156,102,48489,978,443,25768
2022-10-30,Imaginary Hotel 3,156,22,14941,978,243,42050
2022-10-29,Imaginary Hotel 3,156,92,43081,978,793,22438
2022-10-28,Imaginary Hotel 3,156,19,26515,978,880,92658
2022-10-27,Imaginary Hotel 3,156,19,31975,978,149,173229
2022-10-26,Imaginary Hotel 3,156,132,23066,978,752,83104
2022-10-25,Imaginary Hotel 3,156,66,10920,978,615,78616
2022-10-24,Imaginary Hotel 3,156,35,94669,978,173,52112
2022-10-23,Imaginary Hotel 3,156,114,75106,978,614,110654
2022-10-22,Imaginary Hotel 3,156,91,6389,978,46,145945
2022-10-21,Imaginary Hotel 3,156,119,29595,978,948,78346
2022-10-20,Imaginary Hotel 3,156,24,53364,978,771,117917
2022-10-19,Imaginary Hotel 3,156,127,39241,978,302,71642
2022-10-18,Imaginary Hotel 3,156,0,29469,978,205,91286
2022-10-17,Imaginary Hotel 3,156,63,71329,978,771,98636
2022-10-16,Imaginary Hotel 3,156,28,78154,978,549,113553
2022-10-15,Imaginary Hotel 3,156,113,59487,978,121,20852
2022-10-14,Imaginary Hotel 3,156,18,95251,978,169,173894
2022-10-13,Imaginary Hotel 3,156,18,98887,978,160,155582
2022-10-12,Imaginary Hotel 3,156,152,60557,978,636,103734
2022-10-11,Imaginary Hotel 3,156,87,37485,978,60,182477
2022-10-10,Imaginary Hotel 3,156,0,63228,978,637,106320
2022-10-09,Imaginary Hotel 3,156,65,76423,978,700,232382
2022-10-08,Imaginary Hotel 3,156,125,38673,978,466,27395
2022-10-07,Imaginary Hotel 3,156,68,49731,978,682,41151
2022-10-06,Imaginary Hotel 3,156,38,21598,978,310,157595
2022-10-05,Imaginary Hotel 3,156,68,17783,978,111,218198
2022-10-04,Imaginary Hotel 3,156,15,18938,978,339,103800
2022-10-03,Imaginary Hotel 3,156,9,17658,978,694,134344
2022-10-02,Imaginary Hotel 3,156,54,50701,978,8,200566
2022-10-01,Imaginary Hotel 3,156,74,11076,978,419,60308
2022-09-30,Imaginary Hotel 3,156,43,61967,978,672,170886
2022-09-29,Imaginary Hotel 3,156,97,37342,978,258,204475
2022-09-28,Imaginary Hotel 3,156,145,32950,978,16,245472
2022-09-27,Imaginary Hotel 3,156,128,54899,978,438,219056
2022-09-26,Imaginary Hotel 3,156,86,90743,978,872,105329
2022-09-25,Imaginary Hotel 3,156,134,57674,978,442,205030
2022-09-24,Imaginary Hotel 3,156,59,18415,978,643,249083
2022-09-23,Imaginary Hotel 3,156,126,21377,978,815,149323
2022-09-22,Imaginary Hotel 3,156,40,77628,978,659,228232
2022-09-21,Imaginary Hotel 3,156,51,58629,978,854,84640
2022-09-20,Imaginary Hotel 3,156,18,10191,978,141,248178
2022-09-19,Imaginary Hotel 3,156,109,94395,978,366,174762
2022-09-18,Imaginary Hotel 3,156,16,25453,978,588,206014
2022-09-17,Imaginary Hotel 3,156,92,70259,978,572,205886
2022-09-16,Imaginary Hotel 3,156,108,71588,978,827,129971
2022-09-15,Imaginary Hotel 3,156,126,78202,978,63,163397
2022-09-14,Imaginary Hotel 3,156,128,65261,978,622,101545
2022-09-13,Imaginary Hotel 3,156,83,78429,978,440,128545
2022-09-12,Imaginary Hotel 3,156,123,70583,978,542,235649
2022-09-11,Imaginary Hotel 3,156,10,64570,978,178,137583
2022-09-10,Imaginary Hotel 3,156,11,38571,978,465,97959
2022-09-09,Imaginary Hotel 3,156,58,56287,978,643,20596
2022-09-08,Imaginary Hotel 3,156,111,44125,978,182,118751
2022-09-07,Imaginary Hotel 3,156,24,94139,978,479,213607
2022-09-06,Imaginary Hotel 3,156,4,95289,978,939,223229
2022-09-05,Imaginary Hotel 3,156,72,43164,978,151,231954
2022-09-04,Imaginary Hotel 3,156,21,21989,978,0,237698
2022-09-03,Imaginary Hotel 3,156,49,15270,978,786,42124
2025-05-29,Imaginary Hotel 4,490,54,89940,1130,665,67470
2025-05-28,Imaginary Hotel 4,490,192,20945,1130,1051,241832
2025-05-27,Imaginary Hotel 4,490,55,79515,1130,102,83840
2025-05-26,Imaginary Hotel 4,490,314,20486,1130,647,154848
2025-05-25,Imaginary Hotel 4,490,325,82008,1130,318,176752
2025-05-24,Imaginary Hotel 4,490,234,56639,1130,122,50930
2025-05-23,Imaginary Hotel 4,490,369,12859,1130,1027,70750
2025-05-22,Imaginary Hotel 4,490,146,42436,1130,499,152342
2025-05-21,Imaginary Hotel 4,490,422,62628,1130,329,59682
2025-05-20,Imaginary Hotel 4,490,34,11753,1130,960,241567
2025-05-19,Imaginary Hotel 4,490,241,70818,1130,790,143364
2025-05-18,Imaginary Hotel 4,490,26,83030,1130,912,69646
2025-05-17,Imaginary Hotel 4,490,235,87719,1130,1007,126809
2025-05-16,Imaginary Hotel 4,490,403,93582,1130,820,39694
2025-05-15,Imaginary Hotel 4,490,205,58687,1130,512,221835
2025-05-14,Imaginary Hotel 4,490,421,96445,1130,619,126184
2025-05-13,Imaginary Hotel 4,490,321,37677,1130,520,180474
2025-05-12,Imaginary Hotel 4,490,232,66009,1130,498,23823
2025-05-11,Imaginary Hotel 4,490,114,24115,1130,402,130489
2025-05-10,Imaginary Hotel 4,490,392,54273,1130,178,168697
2025-05-09,Imaginary Hotel 4,490,434,67141,1130,121,214202
2025-05-08,Imaginary Hotel 4,490,391,53576,1130,158,167776
2025-05-07,Imaginary Hotel 4,490,49,34707,1130,507,116648
2025-05-06,Imaginary Hotel 4,490,102,60867,1130,171,20666
2025-05-05,Imaginary Hotel 4,490,428,63616,1130,377,173871
2025-05-04,Imaginary Hotel 4,490,248,40641,1130,856,209083
2025-05-03,Imaginary Hotel 4,490,137,8510,1130,889,222720
2025-05-02,Imaginary Hotel 4,490,106,76982,1130,782,201102
2025-05-01,Imaginary Hotel 4,490,490,63640,1130,1087,31066
2025-04-30,Imaginary Hotel 4,490,189,91022,1130,250,209401
2025-04-29,Imaginary Hotel 4,490,239,26816,1130,813,182291
2025-04-28,Imaginary Hotel 4,490,247,12719,1130,455,115302
2025-04-27,Imaginary Hotel 4,490,25,7302,1130,750,16616
2025-04-26,Imaginary Hotel 4,490,225,20457,1130,720,188458
2025-04-25,Imaginary Hotel 4,490,411,84061,1130,296,10568
2025-04-24,Imaginary Hotel 4,490,331,88581,1130,777,179219
2025-04-23,Imaginary Hotel 4,490,231,78528,1130,93,38108
2025-04-22,Imaginary Hotel 4,490,247,67656,1130,471,198976
2025-04-21,Imaginary Hotel 4,490,39,79598,1130,811,249417
2025-04-20,Imaginary Hotel 4,490,131,71398,1130,396,147179
2025-04-19,Imaginary Hotel 4,490,313,38018,1130,84,68577
2025-04-18,Imaginary Hotel 4,490,74,72540,1130,762,195084
2025-04-17,Imaginary Hotel 4,490,10,55306,1130,76,130182
2025-04-16,Imaginary Hotel 4,490,283,90635,1130,937,173576
2025-04-15,Imaginary Hotel 4,490,26,26739,1130,347,83058
2025-04-14,Imaginary Hotel 4,490,123,47001,1130,741,67337
2025-04-13,Imaginary Hotel 4,490,69,90069,1130,535,18479
2025-04-12,Imaginary Hotel 4,490,325,77495,1130,545,47026
2025-04-11,Imaginary Hotel 4,490,10,90031,1130,544,204330
2025-04-10,Imaginary Hotel 4,490,186,41584,1130,850,122011
2025-04-09,Imaginary Hotel 4,490,209,99028,1130,461,126516
2025-04-08,Imaginary Hotel 4,490,142,95750,1130,904,154161
2025-04-07,Imaginary Hotel 4,490,261,76129,1130,179,221071
2025-04-06,Imaginary Hotel 4,490,451,83851,1130,214,62445
2025-04-05,Imaginary Hotel 4,490,310,7486,1130,395,184839
2025-04-04,Imaginary Hotel 4,490,221,62713,1130,1084,195554
2025-04-03,Imaginary Hotel 4,490,55,35332,1130,73,196812
2025-04-02,Imaginary Hotel 4,490,201,27266,1130,454,166393
2025-04-01,Imaginary Hotel 4,490,17,34964,1130,958,12672
2025-03-31,Imaginary Hotel 4,490,209,39530,1130,130,166287
2025-03-30,Imaginary Hotel 4,490,300,55948,1130,144,57468
2025-03-29,Imaginary Hotel 4,490,154,81660,1130,413,21571
2025-03-28,Imaginary Hotel 4,490,189,24446,1130,513,195880
2025-03-27,Imaginary Hotel 4,490,470,47173,1130,855,59380
2025-03-26,Imaginary Hotel 4,490,18,34720,1130,794,199528
2025-03-25,Imaginary Hotel 4,490,486,25439,1130,179,78969
2025-03-24,Imaginary Hotel 4,490,184,77750,1130,860,121561
2025-03-23,Imaginary Hotel 4,490,368,19813,1130,31,25227
2025-03-22,Imaginary Hotel 4,490,415,71818,1130,1052,15671
2025-03-21,Imaginary Hotel 4,490,413,16358,1130,519,123880
2025-03-20,Imaginary Hotel 4,490,292,56124,1130,665,115009
2025-03-19,Imaginary Hotel 4,490,265,75072,1130,52,78137
2025-03-18,Imaginary Hotel 4,490,351,73876,1130,939,148331
2025-03-17,Imaginary Hotel 4,490,296,42386,1130,1062,240352
2025-03-16,Imaginary Hotel 4,490,85,48309,1130,1004,184977
2025-03-15,Imaginary Hotel 4,490,323,26587,1130,391,221901
2025-03-14,Imaginary Hotel 4,490,316,12520,1130,323,46807
2025-03-13,Imaginary Hotel 4,490,212,95579,1130,948,51621
2025-03-12,Imaginary Hotel 4,490,116,90765,1130,209,20510
2025-03-11,Imaginary Hotel 4,490,453,18125,1130,625,171023
2025-03-10,Imaginary Hotel 4,490,178,24172,1130,86,172982
2025-03-09,Imaginary Hotel 4,490,47,8943,1130,403,77710
2025-03-08,Imaginary Hotel 4,490,217,38689,1130,114,126833
2025-03-07,Imaginary Hotel 4,490,320,73851,1130,738,69010
2025-03-06,Imaginary Hotel 4,490,35,7174,1130,495,246793
2025-03-05,Imaginary Hotel 4,490,461,77470,1130,636,79467
2025-03-04,Imaginary Hotel 4,490,221,94639,1130,429,47357
2025-03-03,Imaginary Hotel 4,490,7,75772,1130,771,35669
2025-03-02,Imaginary Hotel 4,490,300,42178,1130,945,91057
2025-03-01,Imaginary Hotel 4,490,61,46203,1130,375,208493
2025-02-28,Imaginary Hotel 4,490,50,77658,1130,828,131489
2025-02-27,Imaginary Hotel 4,490,428,94823,1130,842,48105
2025-02-26,Imaginary Hotel 4,490,357,82674,1130,435,27581
2025-02-25,Imaginary Hotel 4,490,273,63295,1130,816,134952
2025-02-24,Imaginary Hotel 4,490,153,61342,1130,667,60108
2025-02-23,Imaginary Hotel 4,490,190,34570,1130,285,21052
2025-02-22,Imaginary Hotel 4,490,384,24776,1130,788,247206
2025-02-21,Imaginary Hotel 4,490,23,21862,1130,444,43529
2025-02-20,Imaginary Hotel 4,490,350,69117,1130,1046,248920
2025-02-19,Imaginary Hotel 4,490,247,21845,1130,822,212189
2025-02-18,Imaginary Hotel 4,490,336,99474,1130,941,119793
2025-02-17,Imaginary Hotel 4,490,72,84910,1130,474,53795
2025-02-16,Imaginary Hotel 4,490,126,47164,1130,502,127280
2025-02-15,Imaginary Hotel 4,490,347,17809,1130,909,222394
2025-02-14,Imaginary Hotel 4,490,158,84662,1130,1058,187747
2025-02-13,Imaginary Hotel 4,490,430,85636,1130,14,246988
2025-02-12,Imaginary Hotel 4,490,137,11132,1130,907,50894
2025-02-11,Imaginary Hotel 4,490,463,59933,1130,956,23407
2025-02-10,Imaginary Hotel 4,490,117,8112,1130,1053,90317
2025-02-09,Imaginary Hotel 4,490,160,28935,1130,668,216066
2025-02-08,Imaginary Hotel 4,490,160,34454,1130,281,195029
2025-02-07,Imaginary Hotel 4,490,276,82538,1130,10,174610
2025-02-06,Imaginary Hotel 4,490,74,52417,1130,907,147714
2025-02-05,Imaginary Hotel 4,490,230,50011,1130,339,57751
2025-02-04,Imaginary Hotel 4,490,139,86731,1130,90,89832
2025-02-03,Imaginary Hotel 4,490,32,89151,1130,188,228979
2025-02-02,Imaginary Hotel 4,490,193,28777,1130,464,215101
2025-02-01,Imaginary Hotel 4,490,379,69182,1130,201,32872
2025-01-31,Imaginary Hotel 4,490,394,12726,1130,962,156679
2025-01-30,Imaginary Hotel 4,490,135,24843,1130,417,91006
2025-01-29,Imaginary Hotel 4,490,5,38610,1130,722,83195
2025-01-28,Imaginary Hotel 4,490,353,79605,1130,656,139384
2025-01-27,Imaginary Hotel 4,490,191,44261,1130,792,140622
2025-01-26,Imaginary Hotel 4,490,353,39866,1130,213,147356
2025-01-25,Imaginary Hotel 4,490,289,39401,1130,775,28069
2025-01-24,Imaginary Hotel 4,490,436,40592,1130,644,76040
2025-01-23,Imaginary Hotel 4,490,27,77079,1130,574,112319
2025-01-22,Imaginary Hotel 4,490,359,42813,1130,1055,91460
2025-01-21,Imaginary Hotel 4,490,96,63088,1130,486,78283
2025-01-20,Imaginary Hotel 4,490,109,70445,1130,603,193539
2025-01-19,Imaginary Hotel 4,490,255,56249,1130,331,30592
2025-01-18,Imaginary Hotel 4,490,12,10418,1130,874,160460
2025-01-17,Imaginary Hotel 4,490,168,13678,1130,564,142061
2025-01-16,Imaginary Hotel 4,490,332,8050,1130,625,8760
2025-01-15,Imaginary Hotel 4,490,386,84741,1130,737,132027
2025-01-14,Imaginary Hotel 4,490,47,81557,1130,476,164198
2025-01-13,Imaginary Hotel 4,490,315,55581,1130,676,161511
2025-01-12,Imaginary Hotel 4,490,11,72779,1130,370,121234
2025-01-11,Imaginary Hotel 4,490,134,78375,1130,986,27267
2025-01-10,Imaginary Hotel 4,490,440,11295,1130,1092,54815
2025-01-09,Imaginary Hotel 4,490,333,21830,1130,927,77395
2025-01-08,Imaginary Hotel 4,490,345,41565,1130,60,116407
2025-01-07,Imaginary Hotel 4,490,131,74526,1130,316,210180
2025-01-06,Imaginary Hotel 4,490,122,74488,1130,262,173695
2025-01-05,Imaginary Hotel 4,490,126,81804,1130,853,195300
2025-01-04,Imaginary Hotel 4,490,308,70325,1130,905,90368
2025-01-03,Imaginary Hotel 4,490,39,40803,1130,852,70337
2025-01-02,Imaginary Hotel 4,490,129,33253,1130,907,34762
2025-01-01,Imaginary Hotel 4,490,271,31340,1130,434,55194
2024-12-31,Imaginary Hotel 4,490,329,39637,1130,795,230629
2024-12-30,Imaginary Hotel 4,490,319,30694,1130,484,132509
2024-12-29,Imaginary Hotel 4,490,9,85471,1130,407,75222
2024-12-28,Imaginary Hotel 4,490,277,9605,1130,397,65248
2024-12-27,Imaginary Hotel 4,490,13,26945,1130,1098,84101
2024-12-26,Imaginary Hotel 4,490,489,73758,1130,315,72401
2024-12-25,Imaginary Hotel 4,490,416,18524,1130,956,61031
2024-12-24,Imaginary Hotel 4,490,382,29661,1130,270,235550
2024-12-23,Imaginary Hotel 4,490,287,15758,1130,281,110095
2024-12-22,Imaginary Hotel 4,490,149,20946,1130,341,34649
2024-12-21,Imaginary Hotel 4,490,320,41531,1130,853,65878
2024-12-20,Imaginary Hotel 4,490,184,60243,1130,982,217598
2024-12-19,Imaginary Hotel 4,490,356,17189,1130,475,158494
2024-12-18,Imaginary Hotel 4,490,358,37437,1130,961,108647
2024-12-17,Imaginary Hotel 4,490,199,64588,1130,1054,184210
2024-12-16,Imaginary Hotel 4,490,287,86964,1130,552,25384
2024-12-15,Imaginary Hotel 4,490,479,85171,1130,745,134111
2024-12-14,Imaginary Hotel 4,490,107,94305,1130,482,188918
2024-12-13,Imaginary Hotel 4,490,122,91980,1130,312,201640
2024-12-12,Imaginary Hotel 4,490,371,19696,1130,294,41566
2024-12-11,Imaginary Hotel 4,490,385,56229,1130,590,9166
2024-12-10,Imaginary Hotel 4,490,368,72474,1130,658,178598
2024-12-09,Imaginary Hotel 4,490,104,71139,1130,4,165500
2024-12-08,Imaginary Hotel 4,490,403,31648,1130,377,117078
2024-12-07,Imaginary Hotel 4,490,473,82319,1130,20,187607
2024-12-06,Imaginary Hotel 4,490,171,14981,1130,291,130290
2024-12-05,Imaginary Hotel 4,490,205,57479,1130,613,50886
2024-12-04,Imaginary Hotel 4,490,159,14755,1130,47,50278
2024-12-03,Imaginary Hotel 4,490,314,52501,1130,755,114527
2024-12-02,Imaginary Hotel 4,490,48,72638,1130,103,209051
2024-12-01,Imaginary Hotel 4,490,302,28252,1130,54,245721
2024-11-30,Imaginary Hotel 4,490,138,59733,1130,742,186543
2024-11-29,Imaginary Hotel 4,490,81,45580,1130,1037,117445
2024-11-28,Imaginary Hotel 4,490,260,15535,1130,136,139402
2024-11-27,Imaginary Hotel 4,490,429,19331,1130,317,5070
